timestamp,installationId,hpHeat
2023-12-27 03:00:12,1228,1816170
2023-12-27 04:00:01,1228,1821768
2023-12-27 05:00:04,1228,1827672
2023-12-27 06:00:07,1228,1834109
2023-12-27 07:00:11,1228,1839541
2023-12-27 08:00:14,1228,1844674
2023-12-27 09:00:02,1228,1850358
2023-12-27 10:00:06,1228,1855468
2023-12-27 11:00:09,1228,1860226
2023-12-27 12:00:12,1228,1864388
2023-12-27 13:00:01,1228,1867894
2023-12-27 14:00:06,1228,1868978
2023-12-27 15:00:09,1228,1868978
2023-12-27 16:00:13,1228,1868978
2023-12-27 17:00:01,1228,1868978
2023-12-27 18:00:04,1228,1868978
2023-12-27 19:00:08,1228,1868978
2023-12-27 20:00:11,1228,1868978
2023-12-27 21:00:00,1228,1868978
2023-12-27 22:00:03,1228,1869356
2023-12-27 23:00:06,1228,1872560
2023-12-28 00:00:09,1228,1875838
2023-12-28 01:00:13,1228,1879276
2023-12-28 02:00:01,1228,1883071
2023-12-28 03:00:04,1228,1887182
2023-12-28 04:00:08,1228,1891552
2023-12-28 05:00:11,1228,1896164
2023-12-28 06:00:14,1228,1900994
2023-12-28 07:00:03,1228,1905901
2023-12-28 08:00:06,1228,1910807
2023-12-28 09:00:09,1228,1915879
2023-12-28 10:00:13,1228,1920614
2023-12-28 11:00:01,1228,1924510
2023-12-28 12:00:04,1228,1928012
2023-12-28 13:00:08,1228,1931357
2023-12-28 14:00:11,1228,1933928
2023-12-28 15:00:14,1228,1933928
2023-12-28 16:00:03,1228,1933928
2023-12-28 17:00:06,1228,1933928
2023-12-28 18:00:10,1228,1933928
2023-12-28 19:00:13,1228,1933928
2023-12-28 20:00:01,1228,1933928
2023-12-28 21:00:05,1228,1933928
2023-12-28 22:00:08,1228,1933928
2023-12-28 23:00:12,1228,1933928
2023-12-29 00:00:00,1228,1933928
2023-12-29 01:00:03,1228,1933928
2023-12-29 02:00:07,1228,1933928
2023-12-29 03:00:10,1228,1933928
2023-12-29 04:00:14,1228,1933928
2023-12-29 05:00:02,1228,1933928
2023-12-29 06:00:05,1228,1933928
2023-12-29 07:00:09,1228,1934016
2023-12-29 08:00:12,1228,1936136
2023-12-29 09:00:00,1228,1938558
2023-12-29 10:00:04,1228,1940671
2023-12-29 11:00:07,1228,1942785
2023-12-29 12:00:10,1228,1944973
2023-12-29 13:00:14,1228,1947094
2023-12-29 14:00:03,1228,1949261
2023-12-29 15:00:06,1228,1951644
2023-12-29 16:00:10,1228,1954645
2023-12-29 17:00:13,1228,1957842
2023-12-29 18:00:01,1228,1961176
2023-12-29 19:00:05,1228,1966404
2023-12-29 20:00:08,1228,1970609
2023-12-29 21:00:11,1228,1974072
2023-12-29 22:00:00,1228,1977135
2023-12-29 23:00:03,1228,1980667
2023-12-30 00:00:06,1228,1984046
2023-12-30 01:00:10,1228,1987590
2023-12-30 02:00:13,1228,1991591
2023-12-30 03:00:01,1228,1996361
2023-12-30 04:00:05,1228,2001139
2023-12-30 05:00:08,1228,2005459
2023-12-30 06:00:11,1228,2009682
2023-12-30 07:00:14,1228,2014138
2023-12-30 08:00:03,1228,2018847
2023-12-30 09:00:06,1228,2023408
2023-12-30 10:00:09,1228,2026903
2023-12-30 11:00:13,1228,2029919
2023-12-30 12:00:01,1228,2033073
2023-12-30 13:00:04,1228,2036298
2023-12-30 14:00:08,1228,2039772
2023-12-30 15:00:11,1228,2043578
2023-12-30 16:00:14,1228,2047835
2023-12-30 17:00:02,1228,2052517
2023-12-30 18:00:06,1228,2057594
2023-12-30 19:00:09,1228,2062856
2023-12-30 20:00:12,1228,2067182
2023-12-30 21:00:01,1228,2071043
2023-12-30 22:00:04,1228,2075031
2023-12-30 23:00:07,1228,2078957
2023-12-31 00:00:11,1228,2083000
2023-12-31 01:00:14,1228,2087109
2023-12-31 02:00:02,1228,2091478
2023-12-31 03:00:05,1228,2095926
2023-12-31 04:00:09,1228,2100073
2023-12-31 05:00:12,1228,2104259
