Date,ActiveClientID,Total_hpHeat_diff,Total_hpElectric_diff,Total_boilerHeat_diff,Total_COP,Savings_Gas,CO2_Gas_Saved,CO2_Electricity,Savings_CO2,Savings_CO2_perCIC
2024-07-01 00:00:00,126,509648.0,98182.0,45960.0,5.190849646574729,57.914545454545454,103.55120727272727,26.705504,76.84570327272726,0.6098865339105338
2024-07-02 00:00:00,254,1621099.0,285209.0,120038.0,5.683898474452069,184.21579545454543,329.3778422727272,77.57684800000001,251.80099427272722,0.9913424971367214
2024-07-03 00:00:00,761,7464542.0,1269078.0,380985.0,5.881862265361152,848.243409090909,1516.6592154545453,345.189216,1171.4699994545454,1.5393823908732527
2024-07-04 00:00:00,642,4873646.0,793009.0,363645.0,6.14576379334913,553.823409090909,990.2362554545452,215.698448,774.5378074545454,1.2064451829510052
2024-07-05 00:00:00,683,5897068.0,922137.0,275116.0,6.395002044164804,670.1213636363636,1198.1769981818181,250.821264,947.3557341818181,1.3870508553174496
2024-07-06 00:00:00,524,3483898.0,561515.0,216758.0,6.2044611452944265,395.8975,707.86473,152.73208000000002,555.1326499999999,1.059413454198473
2024-07-07 00:00:00,849,7399901.0,1233115.0,439107.0,6.000982065744071,840.8978409090909,1503.5253395454545,335.40728,1168.1180595454543,1.3758752173680264
2024-07-08 00:00:00,705,4530936.0,737519.0,324205.0,6.143483761096324,514.8790909090908,920.6038145454544,200.605168,719.9986465454544,1.0212746759509992
2024-07-09 00:00:00,136,662097.0,116060.0,52366.0,5.704782009305531,75.23829545454545,134.52607227272728,31.568320000000003,102.95775227272726,0.7570422961229946
2024-07-10 00:00:00,76,173727.0,38531.0,69197.0,4.5087591809192595,19.741704545454546,35.29816772727273,10.480432,24.817735727272723,0.32654915430622006
2024-07-11 00:00:00,109,359165.0,76417.0,75393.0,4.700066739076384,40.814204545454544,72.97579772727272,20.785424000000003,52.19037372727273,0.47881076814011675
2024-07-12 00:00:00,403,2934592.0,516043.0,331153.0,5.6867199051241855,333.4763636363636,596.2557381818182,140.363696,455.89204218181817,1.1312457622377623
2024-07-13 00:00:00,655,5873763.0,974215.0,365688.0,6.02922660808959,667.4730681818181,1193.4418459090907,264.98648000000003,928.4553659090907,1.4174891082581538
2024-07-14 00:00:00,723,5909264.0,974193.0,341386.0,6.065804209227535,671.5072727272727,1200.6550036363637,264.980496,935.6745076363636,1.294155612221803
