id,first_date
CIC-87cb1822-761b-5bbb-b88d-c46771e0da13,2022-12-30
CIC-6a6bab32-f39f-5ac0-a5da-6057a0d90911,2022-12-30
CIC-3e5bd0f0-64b9-5e20-9cb3-569589d0abcf,2022-12-30
CIC-c45dc55e-ac34-57e2-90ea-28a88f90b1a5,2022-12-30
CIC-81cb00d9-9a73-570f-a708-9fac7c5dca36,2022-12-30
CIC-8a00b8b7-69ad-5483-9214-2c6ac560b51a,2022-12-30
CIC-545ba832-f703-5085-9b1a-79e1f790e849,2022-12-30
CIC-8b54c0b5-37ca-52f2-a3ad-227433d593bd,2022-12-30
CIC-07efaf23-b757-5224-88ef-e45f5f865a66,2022-12-30
CIC-152aca84-4c35-5d01-b7f1-c788f9d93f37,2022-12-30
CIC-421420d6-8b26-5bc2-8f6f-e15afe281eb3,2022-12-30
CIC-c1a0fb19-8546-5053-a293-f916b7006d15,2022-12-30
CIC-7efd1163-3226-5eb6-9776-9cb9f027c0fb,2022-12-30
CIC-96dce034-6477-541b-9958-2c7f07f39e25,2022-12-30
CIC-fdaf8d27-d1b7-5195-8e6d-37433624494d,2022-12-30
CIC-5bdc046f-5286-5ea9-a763-efd4603ab812,2022-12-30
CIC-178191df-8a41-5665-b096-1dda738c636c,2022-12-30
CIC-e9cb1f40-7af9-59e6-ba59-1361cf426cb8,2022-12-30
CIC-9e757ba6-1c6a-5f01-b9d5-1ea3f538834b,2022-12-30
CIC-5d849dea-d2ce-5561-a7ce-266f0b0f5a48,2022-12-30
CIC-0ab976a8-5629-5853-a78b-ace1197dbd3a,2022-12-30
CIC-d4c06d1d-8d26-5e8c-b5a8-99f7ffe7e9b6,2022-12-30
CIC-2db215c8-da3b-5ec9-80e7-aee11af49b95,2022-12-30
CIC-0f293b7a-4524-5fc7-84b9-66f80a5a6d7c,2022-12-30
CIC-7d6f032c-47f0-54b2-8827-3549433f384c,2022-12-30
CIC-2d2416e6-fef6-5bfa-a21c-80d2021cfa47,2022-12-30
CIC-7d2f2daa-b3ed-5571-975e-831c98b59c7d,2022-12-30
CIC-8c01bb85-beab-53bd-b2ac-d2bb3197ef0e,2022-12-30
CIC-ca319746-74e3-5262-aa58-4cf2f9c84557,2022-12-30
CIC-aa283c66-fc76-577c-b933-fd60fdb5575a,2022-12-30
CIC-5a8c9fdf-9ca1-59b8-8e19-cc5d25688b21,2022-12-30
CIC-3dad5528-ea85-5a60-a6e0-81e6b8fca10d,2022-12-30
CIC-8be48100-4799-5c93-9d08-c8ed45d09099,2022-12-30
CIC-c9e7211d-b9ff-53ad-950f-8b539d5689e3,2022-12-30
CIC-19e87b1d-1aca-5cb6-bc0c-084e7fe4201c,2022-12-30
CIC-9d4aa623-df87-5e78-a84b-842fda26b6b7,2022-12-30
CIC-c92bf38e-9d4a-573a-a4a0-7709e307ab09,2022-12-30
CIC-fd587916-738c-55b1-a906-3086ab36da0b,2022-12-30
CIC-c89f8904-8536-55e5-a925-0437be693203,2022-12-30
CIC-ab2598bd-bdfc-5228-a44c-ade1903025e2,2022-12-30
CIC-84657120-b9f4-559f-aed5-f641f47a73ec,2022-12-30
CIC-71c13e40-7fa7-5ffd-a162-25909b41867c,2022-12-30
CIC-09cbe371-ec85-5236-8d0d-2aec8b6a5d59,2022-12-30
CIC-3d5932fa-7f96-5a5e-96d2-3436fa3f00c9,2022-12-30
CIC-79a220bd-0d3b-546c-a1b7-68a32972278f,2022-12-30
CIC-8ecb2701-740a-546c-998c-6e6e1a9e10a5,2022-12-30
CIC-50fd6f73-5600-5285-95b0-a6ba516ff583,2022-12-30
CIC-876665b5-87ed-522f-8d00-92d3480b0e63,2022-12-30
CIC-fd5f2245-5a8a-5ded-ace3-358bc33e5314,2022-12-30
CIC-79058aa0-fc4c-51aa-a3e6-9d6500149330,2022-12-30
CIC-2303acbe-08f0-5142-8a6c-3bfeb1da80b7,2022-12-30
CIC-7139a32c-cc4a-515b-89e2-7fc8352c32b2,2022-12-30
CIC-eba00acc-b326-555f-9edb-32bba19ce76c,2022-12-30
CIC-9ae098a7-f933-5734-9df0-05034af9aa97,2022-12-30
CIC-05ca9edd-4d17-537e-a134-6cedb81f8ac1,2022-12-30
CIC-bc0a4c84-7f36-576f-8e0d-dfb34993bb61,2022-12-30
CIC-795cc026-9a16-5618-b9a5-5abb55d56c18,2022-12-30
CIC-a6855a81-bb3f-5604-b7da-cce1822c431e,2022-12-30
CIC-63a03c78-0911-5e54-8ec5-2499454438c7,2022-12-30
CIC-b9b566bb-e30f-5852-9dee-ad1fd964092c,2022-12-30
CIC-946bbc50-d763-5ed8-bf21-730451dce2a3,2022-12-30
CIC-61bc3d85-33fe-58f2-9e0d-25268f7e4cf7,2022-12-30
CIC-0515ca4e-93ae-52fe-b8a8-4a16c853d07c,2022-12-30
CIC-20b0b3c3-335d-53b4-91ff-a0cbb35ffbf6,2022-12-30
CIC-e33eb62d-895b-5e61-a905-4cafa8bf9f65,2022-12-30
CIC-88466165-41a3-5229-83ff-8e972ce8afc4,2022-12-30
CIC-86b219ca-1269-5bc5-b9a1-e9c020b253d1,2022-12-30
CIC-4d6752bc-f166-53de-81da-1010583fc0ee,2022-12-30
CIC-20560e73-5a64-5377-b483-ecfcc8e65f31,2022-12-30
CIC-61b5515d-0145-57b5-ab75-e6c2a0d5af78,2022-12-30
CIC-b77fadb0-f927-571a-b907-837b797e3fff,2022-12-30
CIC-fc8457c0-793b-53ab-9ac2-a447d5d34a8e,2022-12-30
CIC-b6d70629-1f07-5c0d-afe0-4d8a4c9e4f13,2022-12-30
CIC-b6c62f37-5fcb-5ddd-be13-91934b91b00a,2022-12-30
CIC-b4e7b25f-b7b7-57c9-92b4-396b7247b7bc,2022-12-30
CIC-45a35337-2599-52f0-ae4f-9f2e4776ef9d,2022-12-30
CIC-449ed9c0-0bf7-5cf3-b680-a70a082a951e,2022-12-30
CIC-d1c595f5-4baf-5fb3-a779-87c9bfd75ee8,2022-12-30
CIC-a75a6d4b-cc80-5261-b953-5355ca952d33,2022-12-30
CIC-44d5c8a0-ec80-5e9f-9b2d-8352f57eae2f,2022-12-30
CIC-786ba3e0-cae8-58d3-b8bf-aaa0a9771131,2022-12-30
CIC-b321ca4b-cca9-559d-a383-6e2e90187e5e,2022-12-30
CIC-c0c145de-2825-5245-8476-27a6fe24da21,2022-12-30
CIC-67d0b547-b65d-5790-919e-3d538f34e8f7,2022-12-30
CIC-30ec18c5-9f9a-5f85-8ae0-b06dd9e41956,2022-12-30
CIC-f9b37092-6af6-5b13-89b8-081b63935fe6,2022-12-30
CIC-8cf279c6-dfae-5a98-9f71-3ff173e47894,2022-12-30
CIC-c10a4faa-d51f-5e5f-981b-0ef0d433b253,2022-12-30
CIC-60f50a05-51c2-50ff-9595-c8b4d4bbec58,2022-12-30
CIC-bf624812-6888-5ac1-b117-186a9a6be157,2022-12-30
CIC-6802006a-2f36-5b2a-bb27-5ea1bcb70f03,2022-12-30
CIC-62d53dd1-6f47-545f-a30c-da471eaecdd7,2022-12-31
CIC-90ecb6cd-8b7c-5685-b9d2-13ab8623d275,2022-12-31
CIC-4c468f20-4eab-5c35-b0cb-42fb5f81400f,2022-12-31
CIC-a9d1b340-aa71-5615-8fac-74cd577711e8,2022-12-31
CIC-45f0c439-830b-5f7d-af19-152616366dc9,2022-12-31
CIC-ec212e39-970f-5be1-b023-407878389966,2022-12-31
CIC-39eb1248-6eda-5da0-b64e-6037aac101e0,2023-01-02
CIC-6fe5f4e1-6e56-5e4f-bfe0-e44f326f7ab0,2023-01-02
CIC-5310b531-a717-5620-94cf-76e0d0c21e22,2023-01-02
CIC-42f0b58d-12f7-5537-8a97-a03901fb993a,2023-01-02
CIC-b6980455-880d-58e7-a51d-0c78afe11dcd,2023-01-02
CIC-e43ed898-782c-5437-80f8-e0c2e9a69d49,2023-01-02
CIC-1ea3b0e8-00a4-5505-b7ef-118d0ca3ae08,2023-01-02
CIC-b9160bf4-23ac-5d5b-8e57-358621a89114,2023-01-02
CIC-9368bfef-7eca-5bda-9a90-8d5a4be375c6,2023-01-02
CIC-464dc5ae-6003-5180-9ae4-4782ab67cd55,2023-01-02
CIC-97c9d9ba-7af2-52fa-8ddd-dd9d429378a8,2023-01-02
CIC-067f7294-4e35-5ce2-84b3-e5cad26df875,2023-01-02
CIC-60c5c116-104a-501f-8e5d-147d7c177537,2023-01-02
CIC-92ee0505-df68-5083-b289-d48f4bfe05c1,2023-01-02
CIC-c92cdbc8-2e34-5937-b0c8-c5c435633745,2023-01-02
CIC-90b5bfac-3857-59bf-a523-8175d4a87b12,2023-01-02
CIC-c41f3894-1dd8-5e72-940a-0f4e607cff20,2023-01-02
CIC-a82eb937-e3a4-5f48-befe-44c28be74cbf,2023-01-02
CIC-e263397e-5495-5029-9e68-d0e51aded2ad,2023-01-02
CIC-ac0e582b-16df-57e9-ab48-58de100067a8,2023-01-02
CIC-e697e9cb-0f11-5f0a-a702-432e87acec2e,2023-01-02
CIC-f3409d4a-dcf2-5895-9cb3-3ead9f83a18e,2023-01-03
CIC-3691988c-145f-5e78-ba7c-4924736cd0f5,2023-01-03
CIC-f43f9a69-2acf-5401-84d7-a3b85531f979,2023-01-03
CIC-9b9e94be-efb6-5384-8672-69e93d88394d,2023-01-03
CIC-9e630841-1fae-58e9-b39c-19a277cf10fc,2023-01-03
CIC-8c5ce05b-bf70-562d-ac41-44c63d08ffc9,2023-01-03
CIC-d0517d2d-5bec-5ba7-b9c7-1376290e865e,2023-01-03
CIC-9e6b4691-642d-5a00-ab23-e9a3e8ffb5e1,2023-01-03
CIC-f407cd10-9750-561b-b863-dcfab7427814,2023-01-03
CIC-5c6c92ac-9f03-5aee-9ee8-350082c69d57,2023-01-03
CIC-52e322dd-abc3-5d67-8111-c9b474ad95c0,2023-01-03
CIC-8ae87c23-f34b-59a9-b41d-f6f30af70ae2,2023-01-03
CIC-69c92a78-690f-53b2-879b-e794de64e246,2023-01-03
CIC-a872c10a-89f8-5034-8e98-51f7a1c0ae8f,2023-01-03
CIC-c4a1fb94-e906-587e-acb6-4ffa50f8e3d6,2023-01-03
CIC-c458996b-337d-55d7-80cd-612c56fe320b,2023-01-03
CIC-0854e945-d988-5c7b-9859-fc3ca2be5db5,2023-01-03
CIC-608c0338-23e9-5f73-897a-0a1d334ee087,2023-01-03
CIC-421c92da-4080-5f21-b680-cec5277777e4,2023-01-03
CIC-4245475d-b47c-58fa-8fb5-a1c192d62145,2023-01-03
CIC-42916ece-01ba-5aa3-aaa2-1dbaeee6ad74,2023-01-03
CIC-5527e600-1ddb-595b-ac5c-52019b5e355c,2023-01-03
CIC-bf7da755-7b76-58f4-b9b7-a41eef4c2f90,2023-01-03
CIC-6610c5af-f5fe-5956-ba51-3db565089190,2023-01-03
CIC-6c69b1bd-5229-53a0-83e9-e025be674aee,2023-01-03
CIC-65bec561-de8c-59bb-86e2-9acb117879a7,2023-01-03
CIC-50e41002-897a-5642-a578-2944eef7b161,2023-01-03
CIC-a46b8270-0c7c-566b-a2b0-20eaf578e807,2023-01-03
CIC-a690492a-c5e9-56c4-aa61-89e54e17626a,2023-01-03
CIC-bc631976-28ab-59fa-a20a-265100ff7e53,2023-01-03
CIC-b8fca555-223f-5c8a-b86a-90fbb644f831,2023-01-03
CIC-6c39419b-18cd-584d-80a0-7038c873291e,2023-01-03
CIC-83283d5a-13e6-5386-a66e-c1a89877060d,2023-01-03
CIC-cb927b2e-fe21-5d9a-8b08-e849373023b9,2023-01-03
CIC-6c5c666c-2bc6-5e97-9c9d-9febbb2dd845,2023-01-03
CIC-00eab4d9-a6b7-53fc-adbd-1f0ceac3c3ee,2023-01-03
CIC-cae7aa4d-ffa4-547b-9998-cd9d4664bb08,2023-01-03
CIC-58bdc488-5f70-547c-a28f-83441a4e1376,2023-01-03
CIC-390bfd14-4bc5-5d5a-b946-c0f577d30522,2023-01-03
CIC-feae82d9-22bf-5ca0-acca-baef504072dc,2023-01-03
CIC-57cb896f-a52d-5342-b837-8c9e1341decd,2023-01-03
CIC-3778769f-5ec4-584c-b418-d2bc8a6a2812,2023-01-03
CIC-9fec260b-d086-5f1e-bf5d-892299de331e,2023-01-03
CIC-c9d0691b-95f9-5718-af14-1f93c9f81da1,2023-01-03
CIC-01a13e7d-2f99-52ac-98fb-f1e9301a9271,2023-01-03
CIC-f7e26baf-418a-504b-b3e4-d4021a516714,2023-01-03
CIC-a9d600c4-1793-552e-ac7a-376cfd0bfbb4,2023-01-03
CIC-a0349393-262a-5701-909f-4e1d7a8c1511,2023-01-03
CIC-3d024a6b-c933-54e0-b1f9-52bae643355d,2023-01-03
CIC-5ee6d459-c4a2-5c1e-abc5-0d43bb734aaa,2023-01-03
CIC-a93d9f3d-60f5-52bb-826a-b5ff639cb5e7,2023-01-03
CIC-7d5cffe0-4bf5-52f5-9c30-b64047a90e3c,2023-01-03
CIC-30cdf8d1-d952-50ae-aeea-2f73bcaef10c,2023-01-03
CIC-92fa0642-2e98-5a57-a5a9-f2a7d82c8993,2023-01-03
CIC-2eff3f18-6f29-5b89-a729-c900dc93c5a8,2023-01-03
CIC-de180902-b547-5c96-86c0-427ee9ff5a96,2023-01-03
CIC-1958f955-e364-5c3c-9f78-48926c3fa133,2023-01-03
CIC-7c096631-bdec-5e80-92d3-438517f3703a,2023-01-03
CIC-7ad2427e-47b6-5401-8754-9c9f739d1679,2023-01-03
CIC-7cfbff52-26a1-5ef1-b59f-53a97ceb4a21,2023-01-03
CIC-dc02a5a5-ddbd-5cdf-a055-0fc0b4b1fca5,2023-01-03
CIC-989295fa-218f-5cc1-adfa-f45e2debac91,2023-01-03
CIC-99b4e7d3-9183-5338-90b8-6a52fe53beee,2023-01-03
CIC-80717871-8d54-537f-82ab-e3286aaef2e5,2023-01-03
CIC-e7ea0806-952e-564d-a226-bd6316424f0d,2023-01-03
CIC-e38edb22-1ca3-5ae0-985a-58acbe5daf08,2023-01-03
CIC-e65a16a1-5eb6-5c16-b911-14883083a334,2023-01-03
CIC-7c358719-0c40-5b45-86ed-430c7f5aaa29,2023-01-03
CIC-e3ca5a85-156b-542b-a3ac-d004dc967223,2023-01-03
CIC-3cf68c89-9c92-5125-8341-64a0025d8a13,2023-01-04
CIC-a66cff85-e71c-5852-b601-c7291e61c6e6,2023-01-04
CIC-6afa6fd6-ef15-53f1-9280-8407c8b4fec6,2023-01-04
CIC-4f9abd08-63ac-5c03-a9be-d7d72cd03a7f,2023-01-04
CIC-0210d092-8503-553a-9d60-55f95dc782fe,2023-01-04
CIC-9859e8db-7860-50c1-bc95-4cd6d0ebfd10,2023-01-04
CIC-74b9abbb-d676-5f19-a1de-bb5bfad1a422,2023-01-04
CIC-a5ff3ee9-26ca-50d9-a924-d23889d61bab,2023-01-04
CIC-87511a2d-30d1-529b-bcdf-cba46d89329a,2023-01-04
CIC-9613a95c-0b5e-542c-bc97-d0ab46973147,2023-01-04
CIC-4e85d25f-c5ef-528f-b953-25fdaa5f37ff,2023-01-04
CIC-46763b7a-efeb-5044-961d-3c2a7e949408,2023-01-04
CIC-bb790512-2436-5810-b72d-8e51c9fe186e,2023-01-04
CIC-725b5202-22fd-5158-bb88-492d1c1366c0,2023-01-04
CIC-7d84e41f-f7d1-54de-9593-36f6b09de119,2023-01-04
CIC-fbba66a6-f873-58dc-a7ab-13f43e4a14b3,2023-01-04
CIC-896df3c5-ec97-5f4b-a2bc-c95193a9512d,2023-01-04
CIC-9fc4458c-7d20-5ec9-b9da-8c48d63a525b,2023-01-04
CIC-73c3742f-a319-5f2e-a71f-e5a6383a603a,2023-01-04
CIC-e122baac-2a0e-55a5-9382-ee642cb7125a,2023-01-04
CIC-267af5e6-51ab-55b2-b811-997659d6ca0a,2023-01-04
CIC-e7ce2530-f68a-536a-863e-8cb99998aadd,2023-01-04
CIC-ede2638f-9847-5a6a-905d-3d9156f3e59b,2023-01-04
CIC-d6e5ab07-a2c7-5604-b2af-95e4ebf41285,2023-01-04
CIC-fe449100-7754-5949-b9a5-c88b0314fc7e,2023-01-04
CIC-dd449d44-8c36-57f4-bc4c-b872d79fa4f1,2023-01-04
CIC-6b6df481-ebc5-54f7-873b-80d0dfc842dc,2023-01-04
CIC-2e819de5-52bb-53c2-b2d5-570f746f4d33,2023-01-04
CIC-53ed30dd-2e42-5687-854b-1175ff8f5ff3,2023-01-04
CIC-90ac582e-47fd-5ef7-927a-ddc1f10c960b,2023-01-04
CIC-c8e732df-6832-512e-b6f3-bd55d4b2fc0f,2023-01-04
CIC-f020499d-b8e1-5ab8-8b1b-5acdb3584219,2023-01-04
CIC-37c75c55-4349-528e-8104-baa49b16c2e2,2023-01-04
CIC-61c2ff56-2d17-52ff-90b3-c818a68bb9f9,2023-01-04
CIC-37989a06-5e6e-5e8b-ba27-0ac5449f684f,2023-01-04
CIC-ef5fec6b-f0d8-5892-ab3d-21212e53bab2,2023-01-04
CIC-5eb8d5cc-11f1-5d1f-8185-24f958bc4d09,2023-01-04
CIC-b11d3576-99be-5a30-a7c0-bedb59c4e88e,2023-01-04
CIC-696ad6cc-c0c1-5212-8538-e095e804c1c5,2023-01-04
CIC-30246d94-0960-5976-a08f-705e0227fc0a,2023-01-04
CIC-9c1a6012-9f0e-5b26-80d8-ac2feec8bde5,2023-01-04
CIC-c42172e3-51de-5e2e-ba59-082b59d98321,2023-01-04
CIC-25a463b8-b825-588f-a22f-cbc9aaa18304,2023-01-04
CIC-05241ded-0aab-5df7-b46f-775deff1f99e,2023-01-04
CIC-f3593ebc-8e0d-5128-9729-eaecdcbcb3dc,2023-01-04
CIC-bed13134-0dcc-542b-af06-18d05bf42f72,2023-01-04
CIC-635b635a-0ec7-5312-b913-daefec44a997,2023-01-04
CIC-4175a82d-5570-555e-a883-4ff36a52473f,2023-01-04
CIC-ffd3bdd6-fd98-54cc-ab62-6a89aa0e16fd,2023-01-04
CIC-ea30741e-0989-51f1-983f-73416eb2a614,2023-01-04
CIC-919820ee-887a-5c22-b399-72ead140b37b,2023-01-04
CIC-8f6d3a29-e289-545d-952e-2bd6d6d6099f,2023-01-04
CIC-5bacec31-ea7c-51fe-afc1-42f199eafe29,2023-01-04
CIC-40b1f0c7-7f81-5a81-8a95-67f75d5cc0a7,2023-01-04
CIC-7d14eed1-4621-5660-aa77-b98b71960c7b,2023-01-04
CIC-a532b0aa-b510-5034-a303-03a2af3724c2,2023-01-04
CIC-d2e43588-fe92-5f82-a91c-98af4b9eea2b,2023-01-04
CIC-65ece2d1-9651-56e7-9a6c-41a4ff3f56b7,2023-01-04
CIC-1740f88d-e598-58f4-80f3-08efedbc4e65,2023-01-04
CIC-dfb7e1ba-b8d4-5e0e-a811-5fb318717c27,2023-01-04
CIC-d04fcc07-cb5a-547a-8d85-5dbf7b496354,2023-01-04
CIC-08bc65de-b747-5cc4-8b02-5dc305cb4ca3,2023-01-04
CIC-27925a78-6b85-5ed8-914e-a417b713b872,2023-01-04
CIC-8ab75d4b-b005-502b-ae7c-b507e5c2cdf8,2023-01-04
CIC-8a90ba04-e754-57f6-baeb-2f4a0cdf4bc9,2023-01-04
CIC-57b7096d-9f8d-5f98-bf32-5ddaa5a3df93,2023-01-04
CIC-6ec7d68d-65cb-5c61-96f4-6882db19f865,2023-01-04
CIC-34acd232-1695-5693-a144-5e00104a4a94,2023-01-04
CIC-fe76ff79-07e0-5013-bc1a-70d3a9221ef0,2023-01-04
CIC-a525c941-f49a-5243-a004-104f2bd8a423,2023-01-04
CIC-d42449ee-ec61-5a97-89dd-00b00f91a895,2023-01-04
CIC-d0515c4d-6c13-548b-b70d-602d5ccf7e41,2023-01-04
CIC-12139017-ce3c-56ba-96d0-3575016d71fa,2023-01-05
CIC-1dc9cce3-5c1c-56ee-9738-0a108074125d,2023-01-05
CIC-8b1730c6-f34d-56ae-a7f4-c024c69bd6e4,2023-01-05
CIC-27ba0b3d-6c7d-528a-b302-209b5352a456,2023-01-05
CIC-a0c6c35d-0695-5a1e-99e8-7aac37c62bdc,2023-01-05
CIC-d86d7aff-bd87-5664-b4af-479232f901ad,2023-01-05
CIC-e628742a-7409-5cbf-ba0c-7f196b0d83c4,2023-01-05
CIC-c3144863-1c8a-5844-b540-62f2fd2e2216,2023-01-05
CIC-4be9be59-b559-5218-ac0f-3f2273a0eba6,2023-01-05
CIC-ba4d39f6-19e0-5f39-9ef0-f687d1892cae,2023-01-05
CIC-f07a3727-6fc8-5f2b-b786-ed4de9c84fc6,2023-01-05
CIC-c260f845-794a-5970-8242-208cc8e6bc38,2023-01-05
CIC-8e9a01d9-ecbc-5a3c-a339-1993ffca00f5,2023-01-05
CIC-07f0e59c-420f-55e6-837a-72fd0b6c5165,2023-01-05
CIC-f036218b-2bdb-52dc-92ed-742ea57fdc40,2023-01-05
CIC-502ee392-5fb7-5487-b1ec-b8ec401a0d21,2023-01-05
CIC-687ca083-f8f2-5384-ac3a-24b2ad5accfa,2023-01-05
CIC-053b3c42-948f-53c2-9d61-db858d4332ce,2023-01-05
CIC-e50ec27f-d5cf-59b6-a849-482285644ee2,2023-01-05
CIC-03ecf46e-70e6-57eb-a265-6878b4dcc7d6,2023-01-05
CIC-13806e95-28c0-5539-bed8-b803235dddfc,2023-01-05
CIC-3fd6b832-5609-56ce-bab0-61eee049f990,2023-01-05
CIC-c3e537d8-1f34-5896-9c57-c6d726e8e9b5,2023-01-05
CIC-b8db7fd9-6dff-579b-82cb-ab68b9700554,2023-01-05
CIC-fc47aa3c-7edb-5ee6-9cb1-74fe8aca534b,2023-01-05
CIC-6b02033e-3d75-59eb-96a6-73f5553df558,2023-01-05
CIC-3061b4fa-18b6-5d57-ba9e-92a03ad49372,2023-01-05
CIC-aaf51365-d10d-5bd6-b1d0-b3aba660218e,2023-01-05
CIC-dea1b974-0230-5c31-b225-05fb1fa90ea4,2023-01-05
CIC-5f5257d1-6aa0-5da7-9835-e88e0a1753a3,2023-01-05
CIC-2eabc249-ff73-5051-9db2-03d9ce0d462c,2023-01-05
CIC-452f8b14-86ee-599b-a4d4-de69f58d8e33,2023-01-05
CIC-58e32d90-109d-5da2-9323-275b25406a7b,2023-01-05
CIC-d49861be-dba2-5e7c-b213-71fb85e6a77d,2023-01-05
CIC-ea2f2a71-c6de-5571-a756-c769fbb16e31,2023-01-05
CIC-f23cc9b7-2518-5053-aee3-0d27f260b52b,2023-01-05
CIC-e8a934e0-ca98-526d-8d47-083e59132386,2023-01-05
CIC-00edc8fe-6471-5e50-904b-a3ea72969f27,2023-01-05
CIC-cd3d0104-1a0d-54d0-84bb-e1fd56be9eae,2023-01-05
CIC-93d61d8f-187f-5740-b538-51f2a5190f76,2023-01-05
CIC-99a9a5a6-8d4e-5692-b2d5-8e722ef762ee,2023-01-05
CIC-8c28565b-b854-5e66-9a53-701084ef8109,2023-01-05
CIC-aac04b0a-01a1-5762-ba33-ad74ab91449c,2023-01-05
CIC-e8d08246-fda0-5bf5-9ac5-bc80a4933b3b,2023-01-05
CIC-a9d91652-d0a0-55f6-866b-0e83a0f487c2,2023-01-05
CIC-786ecf01-0c58-50f3-a670-fa3b0664597b,2023-01-05
CIC-196876c4-35f4-56da-8db5-ccaac547baed,2023-01-05
CIC-56b0578a-185a-5e97-a1e1-6fdab79ba098,2023-01-05
CIC-99aaab5d-a321-5887-9a75-268e07c2aa2a,2023-01-05
CIC-cf1590b6-a178-5993-94a2-35c3299bcdc1,2023-01-05
CIC-9d485ab9-a87d-5826-ad4d-88bf889936d2,2023-01-05
CIC-908989af-6c53-5a5d-bf4c-6e8abd5ad711,2023-01-05
CIC-0d4beb26-7f5e-5e74-8835-ffd4bdd150cb,2023-01-05
CIC-a7765489-9a30-5bb5-859f-4ed9d00f7eb1,2023-01-05
CIC-f0ca72a0-7584-5445-8986-ca6d2c054a84,2023-01-05
CIC-6c4e1703-2fd6-5378-b2c6-238ee7b9f112,2023-01-05
CIC-173ac02c-c025-59db-b397-7c1c62c8c7e8,2023-01-05
CIC-abc9958b-94dc-5cc2-ac9f-6cff09cc8737,2023-01-05
CIC-e120a7c9-0ce4-5855-bfa4-ed39ed5160b7,2023-01-05
CIC-17afa02d-ed98-554c-a0c8-e62a9b9ce5dc,2023-01-05
CIC-70538a3c-9135-5aad-859e-1bc24c837df3,2023-01-05
CIC-5a95794b-1eac-5bfa-ab08-54aa2583aef0,2023-01-05
CIC-bcbb976f-8133-5189-b94d-2f72ebe2568f,2023-01-05
CIC-53b2e380-e7d9-5d61-98f4-dded7481e6b3,2023-01-05
CIC-be7975ef-aa2e-5bc8-ae48-ad0d2c52652d,2023-01-05
CIC-38c6c827-e5e9-5da1-b30f-4a295f1f7b1a,2023-01-05
CIC-8ffb7c5d-7e17-5622-b321-6100c8557c02,2023-01-05
CIC-6591343f-8d83-581a-9b1a-b005bfda294d,2023-01-05
CIC-832d718b-b382-54b1-b99c-4fb2586f0641,2023-01-05
CIC-873ded01-edd3-5f43-be2e-c9d64879ebb2,2023-01-05
CIC-5414fd4e-b358-5ed8-83b3-a603abb49f18,2023-01-05
CIC-00caba21-208e-5870-bb66-127018e6e583,2023-01-05
CIC-37e87cc8-fc6f-5dc0-8776-d56a99f309dc,2023-01-05
CIC-bfcbdc88-189d-5c04-b810-e0df923d40fa,2023-01-05
CIC-37c0b11b-74fa-56cb-af5f-a5bc59473de8,2023-01-05
CIC-7d97ee9d-1583-5bf2-bc84-4066a35aab90,2023-01-05
CIC-3f734460-167c-570e-95d9-d39eb0146c81,2023-01-06
CIC-0a91aab8-ce3c-5d34-8012-a7b6a702495f,2023-01-06
CIC-3f13f46a-ed89-5dc7-ad78-5170fb378ae0,2023-01-06
CIC-7c4e4191-329b-5f7a-9053-f6464bf3486b,2023-01-06
CIC-50b0d99a-b5a5-509b-b723-144e64050c76,2023-01-06
CIC-90e62709-68fa-5161-b569-a964073c5ac7,2023-01-06
CIC-03d34acb-b429-55ca-8243-7ebf27fc03ab,2023-01-06
CIC-2b657b46-9935-528e-a8dd-09cf90e31636,2023-01-06
CIC-1b50afb7-a3bb-5872-970e-b18e70d3418e,2023-01-06
CIC-2a87a9ca-529c-5600-9a57-aea36a64cad9,2023-01-06
CIC-65a5db20-aad6-50be-a103-9fa25c6dc047,2023-01-06
CIC-b0dcac9c-0352-5406-8eb2-621bdd2c62c5,2023-01-06
CIC-cca03d20-6047-562f-aa35-081b41707290,2023-01-06
CIC-f81e4c80-60e5-5e54-8608-180e73bb5467,2023-01-06
CIC-0784e64a-6af9-580f-b597-274116b47a13,2023-01-06
CIC-b0a609cb-564b-5aca-9ed4-35bf587aef7a,2023-01-06
CIC-c625a2eb-cffd-599a-ba3a-26fc8c71640b,2023-01-06
CIC-352d9337-d54d-5136-932f-2ce4456ccbf9,2023-01-06
CIC-3e8086f1-ce36-5d3e-8178-2850f214ca59,2023-01-06
CIC-579d3c99-5575-5d53-9549-6926d491421a,2023-01-06
CIC-265f22f9-e9ac-5ce7-bded-5818a6f5fd26,2023-01-07
CIC-30704833-ddae-5355-b5c0-1f8553989c0b,2023-01-08
CIC-4b7fc98d-5bbe-5e26-8a02-bec56c9ae177,2023-01-10
CIC-be0115d5-81c3-53cc-89cc-f4c233413337,2023-01-10
CIC-122a5a64-fe4c-5c40-8784-cce129487e50,2023-01-10
CIC-eeefe9dc-d09d-51e9-bb07-57122b3492ea,2023-01-10
CIC-fba89800-289d-5262-ae19-2eaaf0e0f4bf,2023-01-10
CIC-e5d3c62c-d009-5db5-bbb6-1217ff731446,2023-01-10
CIC-a5d05300-f4ef-5c60-a8ca-971a59c99a0c,2023-01-10
CIC-82e342be-9476-5b71-96f2-8cba5e51301c,2023-01-10
CIC-54f826ae-cdfc-5823-8311-168219328555,2023-01-10
CIC-110dfe32-c301-53db-bdcf-e3affbba6370,2023-01-10
