Date,ActiveClientID,Total_hpHeat_diff,Total_hpElectric_diff,Total_boilerHeat_diff,Total_COP,Savings_Gas,CO2_Gas_Saved,CO2_Electricity,Savings_CO2,Savings_CO2_perCIC
2023-05-11,482,2031230.1386909983,289793.3683340007,69962.0,7.009236099391718,231.0184974342904,413.0610734125112,63.75454103348016,349.3065323790311,0.7247023493340895
2023-05-12,469,1439657.190685003,199047.67168599967,57759.0,7.232725600307856,163.73695657492215,292.7616783559608,43.79048777091993,248.97119058504083,0.5308554170256734
2023-05-13,202,402410.4712859994,55604.17752700015,18792.0,7.237054645590214,45.767469011771325,81.83223459304713,12.232919055940034,69.5993155371071,0.3445510670153817
2023-05-14,152,393389.0056770015,59142.88524700019,20400.0,6.651501766173214,44.74142799852163,79.99767326135668,13.011434754340042,66.98623850701665,0.4406989375461622
2023-05-15,360,1865801.448677,314901.5761050007,135977.0,5.925030518281266,212.20374736161497,379.4203002825675,69.27834674310014,310.1419535394674,0.8615054264985206
2023-05-16,586,3160730.0404659994,548185.0022430003,238215.0,5.765809038067966,359.48024344225183,642.7506752747463,120.60070049346008,522.1499747812862,0.8910409125960516
2023-05-17,630,3114888.994363004,532364.4514120013,279828.0,5.851046188567473,354.2665902033555,633.4286632835997,117.12017931064028,516.3084839729594,0.8195372761475546
2023-05-18,679,3742377.0232289983,692421.3171369995,330721.0,5.404768643898565,425.6328715642876,761.0315743569463,152.3326897701399,608.6988845868063,0.8964637475505248
2023-05-19,562,2001899.4480579991,327995.8479519997,118440.0,6.103429237162069,227.68262133158933,407.09652694088174,72.15908654943993,334.9374403914418,0.595974093223206
2023-05-20,275,617638.5067580008,84502.81407400033,37726.0,7.309088028916125,70.24606275325571,125.59996020282122,18.590619096280072,107.00934110654111,0.3891248767510586
2023-05-21,112,230964.51387700075,32519.77158099989,28592.0,7.102279710105493,26.268355288825788,46.96781925642051,7.1543497478199765,39.813469508600534,0.3554774063267905
2023-05-22,58,102784.71872699974,14666.2521079998,10736.0,7.0082470947663005,11.690044779869178,20.90180006640609,3.226575463759956,17.675224602646132,0.3047452517697609
2023-05-23,128,252483.12581299967,40837.03480999999,15648.0,6.182699772099338,28.71573793721918,51.3437394317479,8.984147658199998,42.359591773547905,0.330934310730843
2023-05-24,303,1113166.542435999,178372.75973599977,70966.0,6.240675673143921,126.6040992250212,226.36812941433791,39.24200714191994,187.126122272418,0.6175779612951089
2023-05-25,361,2787098.780464999,343072967.28180504,153500.0,0.0081239241976638,316.9859289695762,566.7708409976022,75476.05280199711,-74909.2819609995,-207.50493618005405
