time,hp1PowerInput,externalElectricityMeterVoltage,externalElectricityMeterPowerFactor,externalElectricityMeterCurrent,circulatingPumpDutyCycle,hp1PowerInputCorrected,getFanSpeed,getCirculatingPumpRelay,externalElectricityMeterVoltage * externalElectricityMeterCurrent,PowerIn,hp1PowerInputCorrected + circulatingPumpDutyCycle
1678906972091,416.1,231.953476,0.9373396635,2.843475103,32,493.515,625,TRUE,659.553934,618.2260626,525.515
1678906987129,418,232.3508453,0.9356436133,2.60305047,33,495.7,627,TRUE,604.8209772,565.8968846,528.7
1678907002149,416.1,231.9504242,0.9354814887,2.593832493,33,493.515,620,TRUE,601.640547,562.8235946,526.515
1678907017161,418,232.4959106,0.9354276657,2.592391729,33,495.7,617,TRUE,602.7204759,563.8014078,528.7
1678907032196,418,232.7134705,0.9354736209,2.585737705,32,495.7,620,TRUE,601.7359951,562.9081501,527.7
1678907047209,418,232.3214569,0.9355416894,2.584889889,32,495.7,617,TRUE,600.5253849,561.8165331,527.7
1678907062225,418,232.6772461,0.9357597828,2.573950768,32,495.7,622,TRUE,598.8997762,560.4263245,527.7
1678907077289,418,232.2263031,0.9356731772,2.578049421,32,495.7,617,TRUE,598.6908863,560.1790038,527.7
1678907092362,418,231.8135834,0.9353092909,2.586065054,33,495.7,625,TRUE,599.485007,560.7038968,528.7
1678907107380,416.1,232.268158,0.9357620478,2.575013638,33,493.515,627,TRUE,598.0936743,559.6733614,526.515
1678907122393,416.1,232.333313,0.9354022741,2.574271202,33,493.515,620,TRUE,598.0889569,559.4537704,526.515
1678907137411,418,232.3058319,0.935787797,2.568132401,33,495.7,627,TRUE,596.5921338,558.2836385,528.7
1678907152437,416.1,232.2964325,0.9361733198,2.564122915,32,493.515,627,TRUE,595.6366057,557.6190986,525.515
1678907167454,418,231.841629,0.935674727,2.568613529,33,495.7,620,TRUE,595.511545,557.2051022,528.7
1678907182468,416.1,231.9962769,0.9358744621,2.566763878,33,493.515,615,TRUE,595.4796632,557.2942095,526.515
1678907197492,436,231.3226929,0.9401319623,3.143750429,32,516.4,620,TRUE,727.220815,683.6835318,548.4
1678907212518,525.6,232.0620422,0.9401641488,3.155127048,33,619.44,615,TRUE,732.1852264,688.3743001,652.44
1678907227540,525.6,232.0466614,0.9401397705,3.15585351,32,619.44,620,TRUE,732.3052708,688.4693092,651.44
1678907242559,525.6,231.2776337,0.9391853213,2.952628374,33,619.44,620,TRUE,682.8769035,641.347964,652.44
1678907257575,414.2,231.6009369,0.9358027577,2.553882122,32,491.33,622,TRUE,591.4814922,553.5100115,523.33
1678907272632,396,231.1635437,0.9355136156,2.559645653,32,470.4,622,TRUE,591.6967597,553.540375,502.4
1678907287766,392.4,231.2674408,0.9372557402,2.575194836,33,466.26,622,TRUE,595.5587192,558.1908282,499.26
1678907302780,414.2,231.7071686,0.9359877706,2.553275108,33,491.33,622,TRUE,591.612146,553.7417335,524.33
1678907317794,394.2,231.3842773,0.9356231689,2.557591438,33,468.33,617,TRUE,591.7864467,553.6891106,501.33
1678907332810,394.2,231.4286041,0.9356076121,2.553726673,33,468.33,622,TRUE,591.0053993,552.9491504,501.33
1678907347840,396,230.0398712,0.9362380505,2.557358742,32,470.4,622,TRUE,588.2944756,550.7836729,502.4
1678907362854,396,232.8560333,0.9365531206,2.55349493,33,470.4,620,TRUE,594.5967006,556.8713954,503.4
1678907377872,394.2,232.8482971,0.9353163242,2.53477478,33,468.33,625,TRUE,590.2179912,552.040522,501.33
1678907392892,396,232.8422852,0.9355217218,2.524231672,32,470.4,615,TRUE,587.7478708,549.8509001,502.4
1678907407914,396,232.5979156,0.9358193874,2.528410435,33,470.4,612,TRUE,588.102997,550.3581864,503.4
1678907422964,396,232.099472,0.9366232753,2.549987555,33,470.4,620,TRUE,591.8507651,554.3412021,503.4
1678907437984,396,232.6635284,0.9353244901,2.526802301,33,470.4,617,TRUE,587.8947391,549.8723471,503.4
1678907453002,503.7,232.2801514,0.940064013,3.104047775,32,594.255,617,TRUE,721.0086871,677.7943198,626.255
1678907468019,484,232.7838135,0.9363795519,2.544917822,33,571.6,615,TRUE,592.4156756,554.7259248,604.6
1678907483042,392.4,231.2978821,0.9362561703,2.585042715,32,466.26,615,TRUE,597.9149051,559.8015192,498.26
1678907498062,394.2,232.014267,0.9360656142,2.529988289,33,468.33,617,TRUE,586.9933783,549.4643172,501.33
1678907513087,503.7,232.2417755,0.9403457642,3.102566957,33,594.255,625,TRUE,720.5456589,677.5620582,627.255
1678907528101,525.6,232.477066,0.9402454495,3.112302542,33,619.44,622,TRUE,723.5389635,680.304218,652.44
1678907543155,528,232.9402161,0.9400014877,3.108110428,33,622.2,620,TRUE,724.0039146,680.5647569,655.2
1678907558169,528,232.5325775,0.9401270151,3.117593527,33,622.2,627,TRUE,724.9420584,681.5376135,655.2
1678907573184,528,232.8967743,0.9400149584,3.114667654,32,622.2,615,TRUE,725.3960496,681.8831374,654.2
1678907588237,528,232.9970703,0.9401519895,3.108701944,33,622.2,617,TRUE,724.3184455,680.9694275,655.2
1678907603265,528,232.6829529,0.9401615262,3.111120701,32,622.2,615,TRUE,723.9047514,680.5873959,654.2
1678907618279,525.6,232.5180511,0.9401347041,3.11951685,33,619.44,625,TRUE,725.3439784,681.9210465,652.44
1678907633295,528,232.7016754,0.9398903847,3.117905378,33,622.2,622,TRUE,725.5418053,681.9297665,655.2
1678907648312,528,232.7311859,0.9407426119,3.122294188,33,622.2,627,TRUE,726.655229,683.5955381,655.2
1678907663434,525.6,232.3132324,0.9401225448,3.106950045,32,619.44,622,TRUE,721.7856078,678.5669224,651.44
1678907678449,528,233.0597076,0.9399889112,3.101536751,32,622.2,620,TRUE,722.8432484,679.464638,654.2
1678907693461,506,233.5248566,0.9396573305,3.095409632,32,596.9,617,TRUE,722.8550903,679.2360845,628.9
1678907708479,530.4,233.3115387,0.9395078421,3.096775293,32,624.96,615,TRUE,722.5134087,678.8070135,656.96
1678907723571,506,233.1148224,0.9397947788,3.098824501,32,596.9,625,TRUE,722.3819232,678.8907597,628.9
1678907738629,528,233.0819702,0.9400345683,3.101709604,33,622.2,622,TRUE,722.9525856,679.6004217,655.2
1678907753647,506,233.1582031,0.9400809407,3.099133968,33,596.9,615,TRUE,722.5885073,679.2916837,629.9
1678907768663,528,233.1015625,0.9401059747,3.096436501,32,622.2,615,TRUE,721.7841865,678.5536261,654.2
1678907783678,528,232.41008,0.9403817654,3.112036228,33,622.2,625,TRUE,723.2685886,680.1485922,655.2
1678907798716,528,232.9837036,0.9399693012,3.109314203,33,622.2,625,TRUE,724.4195388,680.9321277,655.2
1678907813729,528,233.0404053,0.9400900602,3.104532003,32,622.2,615,TRUE,723.4813963,680.1376694,654.2
1678907828773,528,233.1028748,0.9401243329,3.108620882,33,622.2,615,TRUE,724.6284641,681.2408514,655.2
1678907843858,528,232.9495239,0.9400613904,3.111922979,33,622.2,612,TRUE,724.9209765,681.4702211,655.2
1678907858896,528,233.0704498,0.9398974776,3.108384371,32,622.2,615,TRUE,724.4725435,680.9299163,654.2
1678907873910,528,232.9218445,0.9401415586,3.115567446,33,622.2,617,TRUE,725.6837161,682.2454199,655.2
1678907888927,528,233.1435699,0.9402000904,3.1169765,33,622.2,617,TRUE,726.7030285,683.2462531,655.2
1678907903944,528,233.0832214,0.9401147962,3.120034933,33,622.2,622,TRUE,727.2277932,683.6776086,655.2
1678907919023,528,233.184433,0.9398335218,3.119366169,33,622.2,625,TRUE,727.3876314,683.6232793,655.2
1678907934037,528,231.8039551,0.9402525425,3.127200603,32,622.2,622,TRUE,724.8974682,681.5866875,654.2
1678907949049,528,233.620285,0.9396870136,3.114184856,32,622.2,620,TRUE,727.5367538,683.6568395,654.2
1678907964077,528,232.8232574,0.9400625229,3.126134872,32,622.2,625,TRUE,727.8369042,684.2121964,654.2
1678907979093,528,233.0178375,0.9400525689,3.12634635,33,622.2,617,TRUE,728.4944658,684.823094,655.2
1678907994135,528,233.0435944,0.940115273,3.126646042,33,622.2,615,TRUE,728.6448319,685.0101351,655.2
1678908009150,528,232.3154907,0.9400715232,3.141780615,33,622.2,617,TRUE,729.8843053,686.1434506,655.2
1678908024193,528,232.9653931,0.940096736,3.139879704,33,622.2,617,TRUE,731.4833093,687.6650715,655.2
1678908039211,528,232.917923,0.9399771094,3.140260458,32,622.2,622,TRUE,731.4229435,687.5208242,654.2
1678908054232,528,231.8410187,0.9406303763,3.148015738,33,622.2,615,TRUE,729.8391754,686.5088982,655.2
1678908069334,528,233.1259766,0.9398114681,3.138479948,33,622.2,622,TRUE,731.6612028,687.6235892,655.2
1678908084363,528,233.1960602,0.9397842288,3.143134832,33,622.2,620,TRUE,732.9666595,688.8305069,655.2
1678908099373,528,233.403717,0.9400232434,3.141089916,33,622.2,615,TRUE,733.142062,689.170579,655.2
1678908114411,528,233.2865295,0.9402269125,3.143453836,33,622.2,627,TRUE,733.3254363,689.4923108,655.2
1678908129425,528,233.5140381,0.9402242899,3.140472174,33,622.2,622,TRUE,733.3443388,689.5081602,655.2
1678908144440,528,233.6746521,0.9400988221,3.139724731,33,622.2,625,TRUE,733.6740843,689.7261425,655.2
1678908159458,530.4,233.7215118,0.9399515986,3.140383959,33,624.96,615,TRUE,733.9752866,689.901244,657.96
1678908174530,528,233.3744659,0.9399315715,3.149130106,33,622.2,617,TRUE,734.9265567,690.7806733,655.2
1678908189542,528,232.9763641,0.9405888915,3.154315948,33,622.2,620,TRUE,734.881061,691.2209626,655.2
1678908204557,528,233.0083313,0.9404064417,3.155015945,33,622.2,615,TRUE,735.1450007,691.3350942,655.2
1678908219590,528,232.8602142,0.9403898716,3.162277699,33,622.2,617,TRUE,736.3686623,692.4736318,655.2
1678908234615,528,232.7831726,0.9407703876,3.163172483,33,622.2,617,TRUE,736.3333262,692.7205887,655.2
1678908249737,528,232.9419708,0.9406193495,3.161982536,33,622.2,627,TRUE,736.5584437,692.8211242,655.2
1678908264759,528,232.8689728,0.9408305287,3.159328699,32,622.2,615,TRUE,735.7096288,692.1780791,654.2
1678908279838,528,233.0346832,0.9407736063,3.171234608,33,622.2,612,TRUE,739.0076522,695.2388941,655.2
1678908294873,528,233.7167206,0.9406931996,3.167815447,33,622.2,617,TRUE,740.3714376,696.4623766,655.2
1678908309938,528,233.3618011,0.9407055974,3.169099092,32,622.2,622,TRUE,739.5466722,695.6956941,654.2
1678908324950,528,233.2253418,0.9406067729,3.171660185,32,622.2,615,TRUE,739.7115307,695.7776757,654.2
1678908340038,528,232.8624268,0.9406375885,3.180864096,33,622.2,620,TRUE,740.7037325,696.7337727,655.2
1678908355123,528,233.1367798,0.9401495457,3.177430153,32,622.2,625,TRUE,740.7758338,696.4400636,654.2
1678908370178,528,232.8475342,0.9407846928,3.177083969,33,622.2,615,TRUE,739.7761681,695.970095,655.2
1678908385200,525.6,232.7659454,0.9404459596,3.185086966,33,619.44,625,TRUE,741.3797788,697.2276175,652.44
1678908400252,528,233.2637177,0.9408765435,3.173606396,33,622.2,625,TRUE,740.2872262,696.5188866,655.2
1678908415264,528,233.4204865,0.9408010244,3.171297789,33,622.2,615,TRUE,740.2458725,696.4240752,655.2
1678908430428,528,233.3345642,0.9410028458,3.171157837,33,622.2,627,TRUE,739.9407319,696.2863344,655.2
1678908445438,528,233.2674408,0.9407858253,3.172162771,32,622.2,627,TRUE,739.9622914,696.146035,654.2
1678908460451,525.6,232.508606,0.9406413436,3.18181777,32,619.44,617,TRUE,739.8000141,695.8864793,651.44
1678908475493,528,233.2350769,0.9404175282,3.178405285,33,622.2,615,TRUE,741.3156011,697.1461851,655.2
1678908490536,528,232.9507751,0.9405629039,3.180888414,32,622.2,615,TRUE,740.9904218,696.9481029,654.2
1678908505549,528,232.8699036,0.9409427047,3.180872202,33,622.2,617,TRUE,740.7294029,696.9839278,655.2
1678908520569,528,232.2197418,0.9412464499,3.18794632,33,622.2,625,TRUE,740.3040713,696.808579,655.2
1678908535585,525.6,232.8836517,0.9410092831,3.179803848,33,619.44,630,TRUE,740.524332,696.8402707,652.44
1678908550609,528,232.8021393,0.9407885075,3.18290472,33,622.2,622,TRUE,740.987028,697.1120801,655.2
1678908565627,523.2,231.2548523,0.9414089322,3.194877386,33,616.68,615,TRUE,738.830898,695.5420068,649.68
1678908580639,528,232.5361786,0.9407891035,3.180276155,33,622.2,627,TRUE,739.5292641,695.7410733,655.2
1678908595650,525.6,232.7769318,0.9408352375,3.176030874,33,619.44,615,TRUE,739.3067221,695.5658155,652.44
1678908610666,525.6,233.1126099,0.9409075975,3.168190002,33,619.44,615,TRUE,738.54504,694.9026393,652.44
1678908625680,528,232.7969208,0.9412008524,3.172593832,33,622.2,620,TRUE,738.570075,695.1427841,655.2
1678908640705,528,232.7923584,0.9408929348,3.173673868,32,622.2,617,TRUE,738.8070246,695.1383096,654.2
1678908655813,528,232.7591248,0.9408213496,3.182631969,33,622.2,620,TRUE,740.7866316,696.9478786,655.2
1678908670835,528,232.7618713,0.9408699274,3.181447029,32,622.2,625,TRUE,740.5195641,696.7325885,654.2
1678908685860,525.6,232.7932281,0.9410502911,3.184370279,33,619.44,625,TRUE,741.2998369,697.6004273,652.44
1678908700872,523.2,232.0613861,0.9409849048,3.198351145,33,616.68,620,TRUE,742.2137999,698.4119818,649.68
1678908715905,523.2,231.6478577,0.9415277243,3.201966047,33,616.68,625,TRUE,741.7285752,698.3580174,649.68
1678908730917,523.2,231.6555786,0.9417373538,3.201601028,33,616.68,620,TRUE,741.6687387,698.4571554,649.68
1678908745974,523.2,231.0544891,0.9420052767,3.214305639,32,616.68,625,TRUE,742.6797474,699.6082409,648.68
1678908760998,547.5,232.2323303,0.9413856268,3.20448947,33,644.625,625,TRUE,744.186057,700.5660577,677.625
1678908776011,540,229.7938385,0.9419555068,3.226664066,32,636,617,TRUE,741.4675214,698.4294149,668
1678908791028,525.6,232.2527466,0.9412372708,3.203290939,33,619.44,620,TRUE,743.9731188,700.2552279,652.44
1678908806062,525.6,232.0992279,0.9412972331,3.206220865,32,619.44,625,TRUE,744.1613873,700.4770549,651.44
1678908821078,525.6,232.1795959,0.9410732985,3.204367876,32,619.44,612,TRUE,743.9888387,700.1480305,651.44
1678908836094,525.6,232.2755127,0.9410589337,3.204519033,33,619.44,622,TRUE,744.3313014,700.4596209,652.44
1678908851115,528,232.9046936,0.94071275,3.196517229,33,622.2,622,TRUE,744.4838658,700.3454647,655.2
1678908866139,528,233.1712494,0.9405864477,3.188263655,32,622.2,627,TRUE,743.4114198,699.2427065,654.2
1678908881162,528,233.7581024,0.9402061701,3.18490386,33,622.2,620,TRUE,744.4970827,699.9807508,655.2
1678908896181,528,233.5942688,0.9404933453,3.18401742,33,622.2,617,TRUE,743.768221,699.5090623,655.2
1678908911192,528,233.4189301,0.9403625131,3.189474106,33,622.2,615,TRUE,744.4836332,700.0845003,655.2
1678908926282,528,233.3599396,0.9404219985,3.186343431,32,622.2,615,TRUE,743.5649106,699.2647993,654.2
1678908941348,528,233.3752136,0.9406726956,3.188278198,33,622.2,625,TRUE,744.0651056,699.9217286,655.2
1678908956428,528,233.4576263,0.9407803416,3.184509754,33,622.2,625,TRUE,743.4480883,699.4213465,655.2
1678908971448,528,233.5757904,0.940749228,3.179852962,32,622.2,622,TRUE,742.7366691,698.7289481,654.2
1678908986499,528,233.5846405,0.9407250881,3.181512594,33,622.2,615,TRUE,743.1524756,699.1021781,655.2
1678909001522,528,233.0133209,0.9408774376,3.189815521,33,622.2,620,TRUE,743.2695077,699.3255099,655.2
1678909016534,525.6,232.9277802,0.9408695102,3.191178799,33,619.44,625,TRUE,743.3141936,699.3616613,652.44
1678909031584,528,232.9326324,0.9407837987,3.191553831,33,622.2,625,TRUE,743.4170355,699.3947026,655.2
1678909046601,528,232.9775696,0.9408551455,3.189699411,32,622.2,617,TRUE,743.1284166,699.1761945,654.2
1678909061667,528,232.8275909,0.9411307573,3.199127436,33,622.2,622,TRUE,744.845134,700.996665,655.2
1678909076682,528,233.5656281,0.9406853914,3.190511942,33,622.2,615,TRUE,745.1939255,700.9930395,655.2
1678909091728,528,232.877121,0.9408566356,3.205356121,32,622.2,630,TRUE,746.4541052,702.306298,654.2
1678909106746,528,233.5544128,0.9407238364,3.199756145,32,622.2,620,TRUE,747.3171678,703.0190731,654.2
1678909121784,547.5,231.7516479,0.9414072633,3.215437889,32,644.625,630,TRUE,745.1830297,701.5207166,676.625
1678909136803,525.6,233.0108337,0.9412132502,3.198661566,32,619.44,625,TRUE,745.3227983,701.5076934,651.44
1678909151817,528,233.0643921,0.9412668347,3.201363564,32,622.2,630,TRUE,746.1238528,702.3016372,654.2
1678909166834,528,233.6977539,0.940918684,3.197246313,33,622.2,620,TRUE,747.1892821,703.044356,655.2
1678909181865,528,233.5453644,0.9407439232,3.190562248,32,622.2,617,TRUE,745.1410228,700.9868892,654.2
1678909196907,530.4,234.1563721,0.9406015873,3.196364641,33,624.96,620,TRUE,748.4491482,703.9924568,657.96
1678909211920,528,232.3236847,0.9412014484,3.213222027,33,622.2,622,TRUE,746.507581,702.6140165,655.2
1678909226942,545,230.7126617,0.9417155981,3.229167938,33,641.75,617,TRUE,745.0099302,701.5874721,674.75
1678909241961,547.5,232.052475,0.941270709,3.217143297,33,644.625,627,TRUE,746.5460645,702.7019434,677.625
1678909256981,547.5,232.0478668,0.9412506819,3.219136477,33,644.625,617,TRUE,746.9937524,703.1083788,677.625
1678909272010,547.5,232.1206818,0.9416421056,3.220047474,33,644.625,615,TRUE,747.439615,703.8206128,677.625
1678909287050,547.5,232.0131073,0.9416687489,3.223987103,33,644.625,615,TRUE,748.0072655,704.3750659,677.625
1678909302064,547.5,232.2707825,0.9413684607,3.218838453,33,644.625,627,TRUE,747.6421262,703.8067175,677.625
1678909317090,547.5,232.2816162,0.9411774278,3.213580847,32,644.625,625,TRUE,746.4557529,702.5473055,676.625
1678909332103,525.6,232.4537506,0.9410281777,3.210685253,32,619.44,615,TRUE,746.3358291,702.3230453,651.44
1678909347172,547.5,232.4467468,0.9410620332,3.212538242,32,644.625,620,TRUE,746.7440635,702.7324866,676.625
1678909362187,525.6,232.5437012,0.9411818385,3.211051464,33,619.44,617,TRUE,746.7097921,702.789695,652.44
1678909377216,525.6,232.5013428,0.9410146475,3.21008563,33,619.44,615,TRUE,746.3492195,702.3255477,652.44
1678909392271,525.6,232.6630707,0.9407739043,3.212597132,33,619.44,622,TRUE,747.4527135,703.1840076,652.44
1678909407290,528,232.6133423,0.9410348535,3.208358765,33,622.2,620,TRUE,746.3070555,702.3009506,655.2
1678909422305,547.5,232.7755585,0.940965414,3.202252865,32,644.625,617,TRUE,745.406199,701.4014527,676.625
1678909437408,525.6,232.6910095,0.9410571456,3.204481602,33,619.44,620,TRUE,745.6540589,701.7030803,652.44
1678909452421,528,232.9524689,0.9408395886,3.203777552,33,622.2,617,TRUE,746.3278904,702.1748254,655.2
1678909467433,528,234.4155579,0.9403914809,3.189351559,32,622.2,617,TRUE,747.6336248,703.0682917,654.2
1678909482451,530.4,234.8423309,0.9404789209,3.189662933,33,624.96,617,TRUE,749.0678782,704.4825498,657.96
1678909497487,530.4,234.569397,0.9408335686,3.196449995,33,624.96,615,TRUE,749.7893478,705.4269878,657.96
1678909512529,530.4,234.8055267,0.9410698414,3.198489666,33,624.96,622,TRUE,751.0230508,706.7651433,657.96
1678909527540,530.4,234.710144,0.9409554005,3.202520132,32,624.96,615,TRUE,751.6639615,707.2822639,656.96
1678909542559,530.4,234.5366669,0.9412698746,3.19972682,32,624.96,617,TRUE,750.4532633,706.379049,656.96
1678909557580,530.4,234.1828156,0.9406929016,3.208903074,31,624.96,620,TRUE,751.4699568,706.9024541,655.96
1678909572598,530.4,234.2064972,0.9405551553,3.208640575,32,624.96,617,TRUE,751.4844699,706.8125923,656.96
1678909587611,530.4,234.0604095,0.9408977032,3.198086977,32,624.96,617,TRUE,748.5455476,704.3047865,656.96
1678909602637,530.4,234.0193787,0.9406535029,3.199824572,33,624.96,620,TRUE,748.8209581,704.3810573,657.96
1678909617649,530.4,234.2933655,0.9406693578,3.199855328,32,624.96,620,TRUE,749.7048737,705.2244021,656.96
1678909632697,530.4,234.1334381,0.9408842325,3.196112871,32,624.96,627,TRUE,748.3168951,704.0795675,656.96
1678909647713,530.4,234.0888672,0.940955162,3.190011024,33,624.96,622,TRUE,746.746067,702.6545665,657.96
1678909662730,528,234.1038666,0.9408614635,3.195051908,33,622.2,617,TRUE,747.9740057,703.7399177,655.2
1678909677742,530.4,234.473053,0.9409319162,3.191958427,33,624.96,622,TRUE,748.4282375,704.2200156,657.96
1678909692848,525.6,232.6016083,0.9414767027,3.214722395,33,619.44,622,TRUE,747.7495992,703.9888271,652.44
1678909707858,547.5,232.4971313,0.9413607121,3.219697237,33,644.625,620,TRUE,748.5703714,704.6747379,677.625
1678909722875,547.5,232.6284637,0.9411867261,3.219906807,33,644.625,617,TRUE,749.0419739,704.9883631,677.625
1678909737945,547.5,232.6093445,0.9410944581,3.220618248,33,644.625,617,TRUE,749.1458995,705.0170543,677.625
1678909752968,547.5,232.6340485,0.9414150119,3.219719887,33,644.625,620,TRUE,749.0164722,705.1353511,677.625
1678909767982,525.6,232.2305145,0.9417119026,3.219521761,33,619.44,627,TRUE,747.6711951,704.0908636,652.44
1678909782992,547.5,232.5912933,0.941175878,3.215959787,32,644.625,622,TRUE,748.0042463,704.0035533,676.625
1678909798018,530.4,233.7806244,0.9409121871,3.203068018,33,624.96,622,TRUE,748.8152412,704.5693863,657.96
1678909813047,530.4,233.7197266,0.9406681657,3.201540232,32,624.96,615,TRUE,748.2631075,703.8672848,656.96
1678909828077,528,233.5142975,0.9406638145,3.201892138,32,622.2,622,TRUE,747.6875931,703.3226634,654.2
1678909843088,528,233.464386,0.940684855,3.214546442,33,622.2,620,TRUE,750.4821113,705.967156,655.2
1678909858118,528,233.5046997,0.9398378134,3.207449913,32,622.2,617,TRUE,748.9546288,703.8958806,654.2
1678909873136,550,233.371994,0.9402551055,3.210795403,33,647.5,625,TRUE,749.3097255,704.542295,680.5
1678909888163,528,233.4225922,0.9404747486,3.200841427,32,622.2,627,TRUE,747.148703,702.6744886,654.2
1678909903189,528,233.3818207,0.9408339262,3.199968338,33,622.2,625,TRUE,746.8144368,702.6283588,655.2
1678909918209,525.6,232.7876434,0.9409608245,3.206871748,33,619.44,617,TRUE,746.520117,702.4461848,652.44
1678909933368,550,232.2116394,0.9408482909,3.214625835,32,647.5,615,TRUE,746.4735353,702.3183499,679.5
1678909948467,547.5,231.7417297,0.9411675334,3.223317623,33,644.625,627,TRUE,746.9772015,703.0306902,677.625
1678909963480,525.6,232.3446198,0.9409115314,3.214001417,32,619.44,620,TRUE,746.7559371,702.6312724,651.44
1678909978503,545,232.5296631,0.9411665797,3.220601082,33,641.75,617,TRUE,748.8852845,704.8258018,674.75
1678909993514,547.5,232.517395,0.940467,3.220518589,32,644.625,622,TRUE,748.8265929,704.2466994,676.625
1678910008529,547.5,232.6173096,0.9404147267,3.224999189,33,644.625,625,TRUE,750.1906348,705.4903208,677.625
1678910023544,547.5,232.3573303,0.9403493404,3.230820179,33,644.625,622,TRUE,750.7047515,705.924718,677.625
1678910038558,540,229.032074,0.9418698549,3.256926537,33,636,620,TRUE,745.9406395,702.5790019,669
1678910053573,540,228.8047333,0.9422042966,3.261856318,33,636,622,TRUE,746.3281647,703.1936035,669
1678910068608,540,229.1824036,0.9422364235,3.254995823,33,636,617,TRUE,745.9877663,702.8968449,669
1678910083631,542.5,229.5361938,0.9421459436,3.25024271,33,638.875,622,TRUE,746.0483408,702.886418,671.875
1678910098646,540,229.8849945,0.9423010945,3.243299723,32,636,617,TRUE,745.5859389,702.5664463,668
1678910113671,540,229.465271,0.9422895312,3.253846407,33,636,620,TRUE,746.6447475,703.5555292,669
1678910128694,540,229.564743,0.9423077703,3.253531456,33,636,627,TRUE,746.8961127,703.8060105,669
1678910143706,540,229.4685059,0.9421488643,3.249590635,32,636,625,TRUE,745.6787077,702.5403476,668
1678910158718,540,229.3726044,0.9423760176,3.252995014,33,636,622,TRUE,746.1479384,703.1519227,669
1678910173736,540,229.1598816,0.9422826767,3.250593662,32,636,627,TRUE,744.9056587,701.911698,668
1678910188962,540,229.3473358,0.9419161677,3.251648188,33,636,617,TRUE,745.7568488,702.4404331,669
1678910203992,540,230.1785431,0.9415079951,3.242084742,33,636,617,TRUE,746.2583424,702.6081958,669
1678910219007,542.5,230.6829987,0.9415483475,3.238302946,33,638.875,625,TRUE,747.0214342,703.3567969,671.875
1678910234033,545,230.6139069,0.9418129325,3.240995407,33,641.75,620,TRUE,747.4186129,703.9285157,674.75
1678910249046,542.5,230.5979309,0.9415960908,3.247355461,32,638.875,617,TRUE,748.8334503,705.0986494,670.875
1678910264196,542.5,230.7597961,0.9417485595,3.240309238,32,638.875,620,TRUE,747.7330993,704.1765691,670.875
1678910279208,542.5,229.9149475,0.9421598911,3.255192995,33,638.875,617,TRUE,748.4175266,705.1289754,671.875
1678910294227,542.5,230.3769836,0.9420517087,3.240003586,32,638.875,627,TRUE,746.4222531,703.1683589,670.875
1678910309292,542.5,230.5304718,0.9418535829,3.243888855,33,638.875,625,TRUE,747.8152282,704.332452,671.875
1678910324317,542.5,230.4001923,0.9418830872,3.242584467,33,638.875,617,TRUE,747.0920846,703.673399,671.875
1678910339327,542.5,230.4332428,0.9417284131,3.243654728,31,638.875,615,TRUE,747.4458775,703.8910201,669.875
1678910354341,545,230.4231415,0.9418686032,3.24701643,33,641.75,615,TRUE,748.1877262,704.6945286,674.75
1678910369352,542.5,230.6363068,0.9417796135,3.238378763,33,638.875,625,TRUE,746.8877178,703.4036262,671.875
1678910384377,540,229.046875,0.9422505498,3.246067524,32,636,617,TRUE,743.5016224,700.5648125,668
1678910399403,545,231.4554596,0.9413538575,3.22172308,32,641.75,615,TRUE,745.6853961,701.9538241,673.75
1678910414422,545,232.3043213,0.9412634969,3.218864441,32,641.75,615,TRUE,747.7561193,703.8355396,673.75
1678910429478,550,232.7190399,0.9411944747,3.212212324,32,647.5,617,TRUE,747.5429681,703.5833112,679.5
1678910444503,545,232.2861786,0.9415466189,3.216389656,32,641.75,627,TRUE,747.1228621,703.4510047,673.75
1678910459535,547.5,232.2641449,0.9416669607,3.214374781,33,644.625,620,TRUE,746.5840098,703.0334954,677.625
1678910474552,525.6,232.4963989,0.9417659044,3.211868048,33,619.44,615,TRUE,746.7477549,703.2615748,652.44
1678910489607,525.6,232.4934082,0.941850543,3.21058917,33,619.44,617,TRUE,746.4408186,703.0356903,652.44
1678910504626,525.6,232.9728394,0.9415315986,3.201091766,32,619.44,620,TRUE,745.7674378,702.1636079,651.44
1678910519652,613.2,233.1338654,0.9442982078,3.58523488,33,720.18,617,TRUE,835.8396659,789.2818985,753.18
1678910534667,635.1,232.396286,0.9447007179,3.625324011,33,745.365,622,TRUE,842.5118357,795.9215361,778.365
1678910549770,635.1,232.3434296,0.9451044202,3.675624371,33,745.365,637,TRUE,854.0071721,807.1259532,778.365
1678910564806,635.1,233.5945435,0.9445320964,3.689615011,33,745.365,657,TRUE,861.8739341,814.0675938,778.365
1678910579965,638,233.446991,0.94489187,3.723892212,33,748.7,677,TRUE,869.3314316,821.424202,781.7
1678910594978,638,233.5999603,0.9426908493,3.425239563,31,748.7,677,TRUE,800.135826,754.2807214,779.7
1678910610006,550,233.8485718,0.9417780042,3.28329587,32,647.5,672,TRUE,767.7940499,723.0915479,679.5
1678910625057,552.5,234.0380249,0.9414222836,3.230694771,33,650.375,657,TRUE,756.1054232,711.8144942,683.375
1678910640071,530.4,234.3412323,0.9412862062,3.196293592,32,624.96,647,TRUE,749.0233792,705.045375,656.96
