Date,ActiveClientID,Total_hpHeat_diff,Total_hpElectric_diff,Total_boilerHeat_diff,Total_COP,Savings_Gas,CO2_Gas_Saved,CO2_Electricity,Savings_CO2,Savings_CO2_perCIC
2024-04-01 00:00:00,6014,164389624.0,30194688.0,10518134.0,5.444322657018347,18696.57367074211,33429.473723286894,9360.35328,24069.120443286894,4.002181650031076
2024-04-02 00:00:00,6155,216692506.0,41481864.0,14221508.0,5.223789027416897,24645.152800682397,44065.53320762013,12859.37784,31206.15536762013,5.070049612935845
2024-04-03 00:00:00,6171,191438670.0,33763402.0,9632880.0,5.670005350764121,21772.950810349732,38930.03604890532,10466.65462,28463.381428905315,4.612442299287848
2024-04-04 00:00:00,6122,164058612.0,28383871.0,7691362.0,5.779994279145364,18658.926585157802,33362.16073426215,8799.00001,24563.160724262154,4.0122771519539615
2024-04-05 00:00:00,5856,118867924.0,18574131.0,4618886.0,6.399649275651173,13519.24071651976,24172.402401137333,5757.9806100000005,18414.42179113733,3.144539240289845
2024-04-06 00:00:00,4401,43573872.0,6413291.0,1815821.0,6.794307633943322,4955.8000568666475,8860.970501677566,1988.12021,6872.850291677567,1.5616565079930849
2024-04-07 00:00:00,1542,9482337.0,1497943.0,534140.0,6.330238867567057,1078.4574353141882,1928.2818943417685,464.36233000000004,1463.9195643417686,0.9493641792099666
2024-04-08 00:00:00,1833,13663344.0,2173501.0,810670.0,6.286329750940993,1553.9771396076198,2778.5111256184246,673.78531,2104.725815618425,1.1482410341617157
2024-04-09 00:00:00,3996,62263501.0,11161656.0,3856305.0,5.578339002742962,7081.433153255615,12661.602478021041,3460.11336,9201.489118021042,2.3026749544597203
2024-04-10 00:00:00,5181,100264473.0,18803765.0,6321989.0,5.332148801051279,11403.408928063689,20389.295163377876,5829.16715,14560.12801337788,2.8102929962126773
2024-04-11 00:00:00,5334,109455241.0,17356379.0,4497889.0,6.306340798388881,12448.705260164912,22258.285005174865,5380.47749,16877.807515174867,3.1641933849221724
2024-04-12 00:00:00,4520,49822227.0,7290363.0,1760592.0,6.833984398307739,5666.446061984646,10131.605558828547,2260.01253,7871.593028828548,1.741502882484192
2024-04-13 00:00:00,2595,19533734.0,2969248.0,854547.0,6.578680527864294,2221.635939721353,3972.2850602217795,920.4668800000001,3051.81818022178,1.176037834382189
2024-04-14 00:00:00,2906,27703542.0,4941077.0,1842147.0,5.60678208414886,3150.8151265282913,5633.657446232585,1531.7338699999998,4101.923576232584,1.4115359863154109
2024-04-15 00:00:00,5664,163483973.0,34750356.0,15283482.0,4.704526566576757,18593.570998009665,33245.30494444128,10772.610359999999,22472.694584441284,3.9676367557276278
2024-04-16 00:00:00,6288,245455635.0,53776014.0,24579871.0,4.564407376865083,27916.47824850725,49914.66310833096,16670.56434,33244.098768330965,5.286911381732024
2024-04-17 00:00:00,6374,251931681.0,60045148.0,29006071.0,4.19570422242943,28653.020301393233,51231.6002988911,18613.99588,32617.604418891107,5.1172896797758245
2024-04-18 00:00:00,6419,222382225.0,54565370.0,32061908.0,4.0755194182684,25292.2632925789,45222.56676713107,16915.2647,28307.302067131077,4.4099239861553325
2024-04-19 00:00:00,6418,245067396.0,50170533.0,21908682.0,4.884687910331748,27872.322547625816,49835.71271515496,15552.865230000001,34282.847485154954,5.341671468550165
2024-04-20 00:00:00,6455,252010685.0,56527155.0,27311489.0,4.45822339723271,28662.00568666477,51247.66616775661,17523.41805,33724.24811775661,5.224515587568801
2024-04-21 00:00:00,6449,235070047.0,59929350.0,37112361.0,3.922452804844371,26735.29110036963,47802.700487460905,18578.0985,29224.601987460905,4.5316486257498685
2024-04-22 00:00:00,6452,244063153.0,61861882.0,38141351.0,3.9452914316444496,27758.106681831105,49631.49474711402,19177.183419999998,30454.31132711402,4.720135047599817
2024-04-23 00:00:00,6507,242940186.0,65819503.0,51347946.0,3.691006083713516,27630.387944270682,49403.13364435598,20404.04593,28999.087714355992,4.456598695920699
2024-04-24 00:00:00,6483,257727440.0,62910281.0,32446478.0,4.0967459674834386,29312.191071936308,52410.19763662212,19502.18711,32908.01052662212,5.076046664603135
2024-04-25 00:00:00,6520,295586556.0,72160870.0,38429867.0,4.096216633751783,33618.033096388965,60109.04317634347,22369.8697,37739.173476343465,5.788216790850225
2024-04-26 00:00:00,6451,198280463.0,42826249.0,19253500.0,4.629881617696661,22551.090474836506,40321.34976900768,13276.13719,27045.21257900768,4.192406228337882
2024-04-27 00:00:00,6112,150057178.0,28055874.0,10120454.0,5.3485119729294475,17066.49735570088,30514.897271993177,8697.32094,21817.57633199318,3.569629635470088
