"time","hp1PowerInput","circulatingPumpDutyCycle","getFanSpeed","getCirculatingPumpRelay","externalElectricityMeterPower","bottomPlateHeaterEnable","compressorCrankcaseHeaterEnable","ModelLuke","Model1","Model2","Model3"
1680096256638,0,74,0,0,18.6065731048584,0,0,15,17.24,16.84,17.24
1680096271685,0,74,0,0,18.73616600036621,0,0,15,17.24,16.84,17.24
1680096286723,0,74,0,0,18.504375457763672,0,0,15,17.24,16.84,17.24
1680096301738,0,74,0,0,18.474346160888672,0,0,15,17.24,16.84,17.24
1680096316752,0,74,0,0,18.442739486694336,0,0,15,17.24,16.84,17.24
1680096331800,0,74,0,0,18.11928367614746,0,0,15,17.24,16.84,17.24
1680096346830,0,74,0,0,18.120864868164062,0,0,15,17.24,16.84,17.24
1680096361854,0,74,0,0,17.906455993652344,0,0,15,17.24,16.84,17.24
1680096376873,0,74,0,0,17.93701171875,0,0,15,17.24,16.84,17.24
1680096391888,0,74,0,0,17.746309280395508,0,0,15,17.24,16.84,17.24
1680096406910,0,74,0,0,17.577733993530273,0,0,15,17.24,16.84,17.24
1680096421936,0,74,0,0,17.1373291015625,0,0,15,17.24,16.84,17.24
1680096436949,0,74,0,0,17.83639144897461,0,0,15,17.24,16.84,17.24
1680096451977,0,74,0,0,17.9169921875,0,0,15,17.24,16.84,17.24
1680096467058,0,74,0,0,18.028675079345703,0,0,15,17.24,16.84,17.24
1680096482106,0,74,0,0,18.0539608001709,0,0,15,17.24,16.84,17.24
1680096497121,0,74,0,0,18.006547927856445,0,0,15,17.24,16.84,17.24
1680096512150,0,74,0,0,18.288387298583984,0,0,15,17.24,16.84,17.24
1680096527310,0,74,0,0,18.223590850830078,0,0,15,17.24,16.84,17.24
1680096542344,0,74,0,0,17.7900333404541,0,0,15,17.24,16.84,17.24
1680096557356,0,74,0,0,18.18355369567871,0,0,15,17.24,16.84,17.24
1680096572372,0,74,0,0,18.028146743774414,0,0,15,17.24,16.84,17.24
1680096587422,0,74,0,0,17.839025497436523,0,0,15,17.24,16.84,17.24
1680096602437,0,74,0,0,17.648324966430664,0,0,15,17.24,16.84,17.24
1680096617464,0,74,0,0,17.759479522705078,0,0,15,17.24,16.84,17.24
1680096632484,0,74,0,0,18.000226974487305,0,0,15,17.24,16.84,17.24
1680096647514,0,74,0,0,17.403362274169922,0,0,15,17.24,16.84,17.24
1680096662536,0,74,0,0,17.49239158630371,0,0,15,17.24,16.84,17.24
1680096677554,0,74,0,0,17.8269100189209,0,0,15,17.24,16.84,17.24
1680096692570,0,74,0,0,17.132587432861328,0,0,15,17.24,16.84,17.24
1680096707599,0,74,0,0,16.85443687438965,0,0,15,17.24,16.84,17.24
1680096722643,0,74,0,0,17.36595916748047,0,0,15,17.24,16.84,17.24
1680096737683,0,74,0,0,16.896581649780273,0,0,15,17.24,16.84,17.24
1680096752697,0,74,0,0,16.693763732910156,0,0,15,17.24,16.84,17.24
1680096767731,0,74,0,0,16.64845848083496,0,0,15,17.24,16.84,17.24
1680096782778,0,74,0,0,16.947153091430664,0,0,15,17.24,16.84,17.24
1680096797807,0,74,0,0,17.223724365234375,0,0,15,17.24,16.84,17.24
1680096812822,0,74,0,0,17.18157958984375,0,0,15,17.24,16.84,17.24
1680096827838,0,74,0,0,17.18526840209961,0,0,15,17.24,16.84,17.24
1680096842865,0,74,0,0,17.38913917541504,0,0,15,17.24,16.84,17.24
1680096857886,0,74,0,0,17.167882919311523,0,0,15,17.24,16.84,17.24
1680096872907,0,74,0,0,17.106246948242188,0,0,15,17.24,16.84,17.24
1680096887925,0,74,0,0,16.342914581298828,0,0,15,17.24,16.84,17.24
1680096903004,0,74,0,0,17.3743896484375,0,0,15,17.24,16.84,17.24
1680096918023,0,74,0,0,17.31644058227539,0,0,15,17.24,16.84,17.24
1680096933048,0,74,0,0,17.329084396362305,0,0,15,17.24,16.84,17.24
1680096948066,0,74,0,0,17.274824142456055,0,0,15,17.24,16.84,17.24
1680096963086,0,74,0,0,17.54981231689453,0,0,15,17.24,16.84,17.24
1680096978106,0,74,0,0,17.596698760986328,0,0,15,17.24,16.84,17.24
1680096993121,0,74,0,0,17.662548065185547,0,0,15,17.24,16.84,17.24
1680097008134,0,74,0,0,16.200151443481445,0,0,15,17.24,16.84,17.24
1680097023155,0,74,0,0,17.13364028930664,0,0,15,17.24,16.84,17.24
1680097038206,0,74,0,0,17.5830020904541,0,0,15,17.24,16.84,17.24
1680097053354,0,74,0,0,17.046192169189453,0,0,15,17.24,16.84,17.24
1680097068367,0,74,0,0,16.8918399810791,0,0,15,17.24,16.84,17.24
1680097083418,0,74,0,0,17.607234954833984,0,0,15,17.24,16.84,17.24
1680097098439,0,74,0,0,17.912250518798828,0,0,15,17.24,16.84,17.24
1680097113543,0,74,0,0,17.02828025817871,0,0,15,17.24,16.84,17.24
1680097128563,0,74,0,0,17.220035552978516,0,0,15,17.24,16.84,17.24
1680097143576,0,74,0,0,18.053434371948242,0,0,15,17.24,16.84,17.24
1680097158663,0,74,0,0,17.785293579101562,0,0,15,17.24,16.84,17.24
1680097173685,0,74,0,0,17.284305572509766,0,0,15,17.24,16.84,17.24
1680097188700,0,74,0,0,17.09255027770996,0,0,15,17.24,16.84,17.24
1680097203718,0,74,0,0,17.838499069213867,0,0,15,17.24,16.84,17.24
1680097218747,0,74,0,0,17.551393508911133,0,0,15,17.24,16.84,17.24
1680097233773,0,74,0,0,17.84640121459961,0,0,15,17.24,16.84,17.24
1680097248785,0,74,0,0,17.859045028686523,0,0,15,17.24,16.84,17.24
1680097263801,0,74,0,0,18.2525634765625,0,0,15,17.24,16.84,17.24
1680097278847,0,74,0,0,18.37478256225586,0,0,15,17.24,16.84,17.24
1680097293863,0,74,0,0,18.376361846923828,0,0,15,17.24,16.84,17.24
1680097308887,0,74,0,0,18.139829635620117,0,0,15,17.24,16.84,17.24
1680097323900,0,74,0,0,18.242027282714844,0,0,15,17.24,16.84,17.24
1680097338915,0,74,0,0,18.30524444580078,0,0,15,17.24,16.84,17.24
1680097353931,0,74,0,0,18.283119201660156,0,0,15,17.24,16.84,17.24
1680097368952,0,74,0,0,18.229385375976562,0,0,15,17.24,16.84,17.24
1680097383967,0,74,0,0,18.65082550048828,0,0,15,17.24,16.84,17.24
1680097398981,0,74,0,0,18.40375518798828,0,0,15,17.24,16.84,17.24
1680097413998,0,74,0,0,18.016557693481445,0,0,15,17.24,16.84,17.24
1680097429038,0,74,0,0,18.077667236328125,0,0,15,17.24,16.84,17.24
1680097444065,0,74,0,0,18.337379455566406,0,0,15,17.24,16.84,17.24
1680097459080,0,74,0,0,17.22319793701172,0,0,15,17.24,16.84,17.24
1680097474154,0,74,0,0,18.082935333251953,0,0,15,17.24,16.84,17.24
1680097489181,0,74,0,0,17.73103141784668,0,0,15,17.24,16.84,17.24
1680097504197,0,74,0,0,18.62975311279297,0,0,15,17.24,16.84,17.24
1680097519210,0,74,0,0,18.253618240356445,0,0,15,17.24,16.84,17.24
1680097534232,0,74,0,0,17.990745544433594,0,0,15,17.24,16.84,17.24
1680097549256,0,74,0,0,18.197776794433594,0,0,15,17.24,16.84,17.24
1680097564271,0,74,0,0,17.01563835144043,0,0,15,17.24,16.84,17.24
1680097579285,0,74,0,0,17.019851684570312,0,0,15,17.24,16.84,17.24
1680097594302,0,74,0,0,16.562589645385742,0,0,15,17.24,16.84,17.24
1680097609327,0,74,0,0,17.339092254638672,0,0,15,17.24,16.84,17.24
1680097624342,0,74,0,0,17.129426956176758,0,0,15,17.24,16.84,17.24
1680097639356,0,74,0,0,16.81492805480957,0,0,15,17.24,16.84,17.24
1680097654372,0,74,0,0,16.82756996154785,0,0,15,17.24,16.84,17.24
1680097669398,0,74,0,0,16.760665893554688,0,0,15,17.24,16.84,17.24
1680097684414,0,74,0,0,16.341861724853516,0,0,15,17.24,16.84,17.24
1680097699426,0,74,0,0,17.265867233276367,0,0,15,17.24,16.84,17.24
1680097714492,0,74,0,0,17.387557983398438,0,0,15,17.24,16.84,17.24
1680097729527,0,74,0,0,17.3543701171875,0,0,15,17.24,16.84,17.24
1680097744559,0,74,0,0,17.251644134521484,0,0,15,17.24,16.84,17.24
1680097759572,0,74,0,0,16.93503761291504,0,0,15,17.24,16.84,17.24
1680097774591,0,74,0,0,18.391639709472656,0,0,15,17.24,16.84,17.24
1680097789610,0,74,0,0,16.904483795166016,0,0,15,17.24,16.84,17.24
1680097804674,0,74,0,0,16.831785202026367,0,0,15,17.24,16.84,17.24
1680097819691,0,74,0,0,17.80531120300293,0,0,15,17.24,16.84,17.24
1680097834706,0,74,0,0,14.491212844848633,0,0,15,17.24,16.84,17.24
1680097849744,0,74,0,0,17.20792007446289,0,0,15,17.24,16.84,17.24
1680097864776,0,74,0,0,18.444847106933594,0,0,15,17.24,16.84,17.24
1680097879790,0,74,0,0,17.615137100219727,0,0,15,17.24,16.84,17.24
1680097894801,0,74,0,0,17.601966857910156,0,0,15,17.24,16.84,17.24
1680097909841,0,74,0,0,17.73577308654785,0,0,15,17.24,16.84,17.24
1680097924986,0,74,0,0,17.05356788635254,0,0,15,17.24,16.84,17.24
1680097940011,0,74,0,0,17.90540313720703,0,0,15,17.24,16.84,17.24
1680097955020,0,74,0,0,17.838499069213867,0,0,15,17.24,16.84,17.24
1680097970041,0,74,0,0,17.668869018554688,0,0,15,17.24,16.84,17.24
1680097985073,0,74,0,0,18.034469604492188,0,0,15,17.24,16.84,17.24
1680098000104,0,74,0,0,18.06818389892578,0,0,15,17.24,16.84,17.24
1680098015117,0,74,0,0,18.939512252807617,0,0,15,17.24,16.84,17.24
1680098030132,0,74,0,0,18.052379608154297,0,0,15,17.24,16.84,17.24
1680098045172,0,74,0,0,17.67045021057129,0,0,15,17.24,16.84,17.24
1680098060186,0,74,0,0,18.036575317382812,0,0,15,17.24,16.84,17.24
1680098075204,0,74,0,0,17.66044044494629,0,0,15,17.24,16.84,17.24
1680098090221,0,74,0,0,17.102033615112305,0,0,15,17.24,16.84,17.24
1680098105267,0,74,0,0,17.913305282592773,0,0,15,17.24,16.84,17.24
1680098120281,0,74,0,0,18.001279830932617,0,0,15,17.24,16.84,17.24
1680098135295,0,74,0,0,17.54665184020996,0,0,15,17.24,16.84,17.24
1680098150312,0,74,0,0,17.809524536132812,0,0,15,17.24,16.84,17.24
1680098165336,0,74,0,0,17.562456130981445,0,0,15,17.24,16.84,17.24
